,train_loss,val_loss,val_roi,val_sharp,val_rank
61,1.9860796928405762,2.035409927368164,tensor([0.8049]),tensor([4.7169]),tensor([0.7592])
62,1.9857550859451294,2.0352792739868164,tensor([0.8049]),tensor([4.7171]),tensor([0.7591])
63,1.9854985475540161,2.0350568294525146,tensor([0.8049]),tensor([4.7171]),tensor([0.7591])
64,1.9853037595748901,2.0347912311553955,tensor([0.8049]),tensor([4.7171]),tensor([0.7590])
65,1.985048532485962,2.0345757007598877,tensor([0.8049]),tensor([4.7171]),tensor([0.7590])
66,1.9848002195358276,2.0343759059906006,tensor([0.8049]),tensor([4.7171]),tensor([0.7590])
67,1.9845428466796875,2.0342698097229004,tensor([0.8049]),tensor([4.7170]),tensor([0.7590])
68,1.984336495399475,2.0340933799743652,tensor([0.8049]),tensor([4.7170]),tensor([0.7590])
69,1.9841368198394775,2.0340542793273926,tensor([0.8049]),tensor([4.7170]),tensor([0.7590])
70,1.9839582443237305,2.0340728759765625,tensor([0.8049]),tensor([4.7170]),tensor([0.7590])
71,1.9838063716888428,2.034026622772217,tensor([0.8049]),tensor([4.7170]),tensor([0.7590])
72,1.98363196849823,2.033921241760254,tensor([0.8048]),tensor([4.7170]),tensor([0.7590])
73,1.98350191116333,2.033907413482666,tensor([0.8048]),tensor([4.7170]),tensor([0.7590])
74,1.983378291130066,2.033798933029175,tensor([0.8048]),tensor([4.7170]),tensor([0.7590])
75,1.9831862449645996,2.0337789058685303,tensor([0.8049]),tensor([4.7169]),tensor([0.7591])
76,1.9830018281936646,2.0336105823516846,tensor([0.8049]),tensor([4.7168]),tensor([0.7590])
77,1.9828238487243652,2.0334017276763916,tensor([0.8049]),tensor([4.7168]),tensor([0.7590])
78,1.9826316833496094,2.0326180458068848,tensor([0.8049]),tensor([4.7167]),tensor([0.7591])
79,1.9824645519256592,2.032170295715332,tensor([0.8049]),tensor([4.7167]),tensor([0.7591])
80,1.9824678897857666,2.0339479446411133,tensor([0.8049]),tensor([4.7169]),tensor([0.7590])
81,1.9827642440795898,2.034388780593872,tensor([0.8049]),tensor([4.7169]),tensor([0.7590])
82,1.9828740358352661,2.0347249507904053,tensor([0.8048]),tensor([4.7170]),tensor([0.7590])
83,1.9829411506652832,2.0348615646362305,tensor([0.8048]),tensor([4.7171]),tensor([0.7590])
84,1.9830330610275269,2.034972906112671,tensor([0.8048]),tensor([4.7171]),tensor([0.7590])
85,1.983062982559204,2.0350546836853027,tensor([0.8048]),tensor([4.7171]),tensor([0.7590])
86,1.9830430746078491,2.0350611209869385,tensor([0.8048]),tensor([4.7171]),tensor([0.7590])
87,1.9830487966537476,2.0350611209869385,tensor([0.8048]),tensor([4.7171]),tensor([0.7590])
88,1.9829820394515991,2.0350236892700195,tensor([0.8048]),tensor([4.7170]),tensor([0.7589])
89,1.982909917831421,2.0349888801574707,tensor([0.8048]),tensor([4.7170]),tensor([0.7589])
90,1.9828362464904785,2.034907341003418,tensor([0.8048]),tensor([4.7170]),tensor([0.7589])
91,1.9827687740325928,2.0348594188690186,tensor([0.8048]),tensor([4.7170]),tensor([0.7589])
92,1.982718586921692,2.034726142883301,tensor([0.8048]),tensor([4.7170]),tensor([0.7589])
93,1.9826680421829224,2.0346579551696777,tensor([0.8048]),tensor([4.7170]),tensor([0.7589])
94,1.9826217889785767,2.0345752239227295,tensor([0.8048]),tensor([4.7170]),tensor([0.7590])
95,1.9825767278671265,2.0343551635742188,tensor([0.8048]),tensor([4.7170]),tensor([0.7590])
96,1.9825553894042969,2.034114122390747,tensor([0.8048]),tensor([4.7170]),tensor([0.7590])
97,1.982492208480835,2.0335614681243896,tensor([0.8048]),tensor([4.7170]),tensor([0.7590])
98,1.9824408292770386,2.0330004692077637,tensor([0.8048]),tensor([4.7170]),tensor([0.7590])
99,1.9824351072311401,2.032719373703003,tensor([0.8048]),tensor([4.7170]),tensor([0.7590])
100,0.0,0.0,tensor([0.8062]),tensor([4.7985]),tensor([0.7607])
