,train_loss,val_loss,val_roi,val_sharp,val_rank
0,2.5963926315307617,2.2163450717926025,tensor([0.8054]),tensor([5.1946]),tensor([0.7609])
1,2.136284589767456,2.150223731994629,tensor([0.8030]),tensor([4.7509]),tensor([0.7552])
2,2.0898122787475586,2.119384765625,tensor([0.8039]),tensor([4.7316]),tensor([0.7571])
3,2.0651471614837646,2.102168321609497,tensor([0.8043]),tensor([4.7197]),tensor([0.7579])
4,2.049351453781128,2.0898709297180176,tensor([0.8046]),tensor([4.7156]),tensor([0.7583])
5,2.036809206008911,2.0829672813415527,tensor([0.8049]),tensor([4.7269]),tensor([0.7591])
6,2.0330545902252197,2.0815861225128174,tensor([0.8050]),tensor([4.7304]),tensor([0.7591])
7,2.0308175086975098,2.082458972930908,tensor([0.8049]),tensor([4.7310]),tensor([0.7592])
8,2.0286407470703125,2.0796124935150146,tensor([0.8053]),tensor([4.7546]),tensor([0.7601])
9,2.027122974395752,2.078434944152832,tensor([0.8055]),tensor([4.7535]),tensor([0.7607])
10,2.0233898162841797,2.0733273029327393,tensor([0.8053]),tensor([4.7447]),tensor([0.7600])
11,2.019125461578369,2.0694191455841064,tensor([0.8051]),tensor([4.7293]),tensor([0.7596])
12,2.016116142272949,2.0646779537200928,tensor([0.8051]),tensor([4.7295]),tensor([0.7596])
13,2.013442277908325,2.061880350112915,tensor([0.8051]),tensor([4.7294]),tensor([0.7597])
14,2.01059627532959,2.059220314025879,tensor([0.8051]),tensor([4.7192]),tensor([0.7594])
15,2.008382797241211,2.057244300842285,tensor([0.8051]),tensor([4.7192]),tensor([0.7594])
16,2.0068564414978027,2.054675340652466,tensor([0.8050]),tensor([4.7196]),tensor([0.7594])
17,2.0054407119750977,2.053273916244507,tensor([0.8050]),tensor([4.7196]),tensor([0.7594])
18,2.004016399383545,2.0520567893981934,tensor([0.8050]),tensor([4.7196]),tensor([0.7594])
19,2.0025947093963623,2.0514349937438965,tensor([0.8051]),tensor([4.7195]),tensor([0.7595])
20,2.001899003982544,2.0508813858032227,tensor([0.8049]),tensor([4.7074]),tensor([0.7590])
21,2.001505136489868,2.0502231121063232,tensor([0.8049]),tensor([4.7075]),tensor([0.7590])
22,2.000326633453369,2.0494866371154785,tensor([0.8049]),tensor([4.7075]),tensor([0.7590])
23,2.000246524810791,2.04872989654541,tensor([0.8048]),tensor([4.7078]),tensor([0.7588])
24,1.999475121498108,2.0481832027435303,tensor([0.8048]),tensor([4.7078]),tensor([0.7588])
25,1.9987678527832031,2.0475375652313232,tensor([0.8048]),tensor([4.7080]),tensor([0.7588])
26,1.9981966018676758,2.0470855236053467,tensor([0.8047]),tensor([4.7076]),tensor([0.7587])
27,1.9976727962493896,2.0467607975006104,tensor([0.8047]),tensor([4.7077]),tensor([0.7587])
28,1.9971506595611572,2.0463387966156006,tensor([0.8047]),tensor([4.7080]),tensor([0.7586])
29,1.9966638088226318,2.0458791255950928,tensor([0.8047]),tensor([4.7080]),tensor([0.7586])
30,1.9962083101272583,2.045400619506836,tensor([0.8047]),tensor([4.7080]),tensor([0.7586])
31,1.995705008506775,2.044785976409912,tensor([0.8048]),tensor([4.7181]),tensor([0.7589])
32,1.9952218532562256,2.0442185401916504,tensor([0.8048]),tensor([4.7180]),tensor([0.7589])
33,1.994744896888733,2.042604923248291,tensor([0.8049]),tensor([4.7179]),tensor([0.7590])
34,1.9941644668579102,2.0421359539031982,tensor([0.8049]),tensor([4.7177]),tensor([0.7591])
35,1.9937822818756104,2.0417912006378174,tensor([0.8049]),tensor([4.7178]),tensor([0.7591])
36,1.993316888809204,2.0413687229156494,tensor([0.8049]),tensor([4.7177]),tensor([0.7591])
37,1.992924690246582,2.0409748554229736,tensor([0.8049]),tensor([4.7177]),tensor([0.7591])
38,1.9926544427871704,2.0405757427215576,tensor([0.8049]),tensor([4.7177]),tensor([0.7591])
39,1.9922590255737305,2.040193557739258,tensor([0.8049]),tensor([4.7177]),tensor([0.7591])
40,1.9919123649597168,2.0397491455078125,tensor([0.8049]),tensor([4.7177]),tensor([0.7591])
41,1.991633653640747,2.039349317550659,tensor([0.8049]),tensor([4.7177]),tensor([0.7591])
42,1.99135160446167,2.0392186641693115,tensor([0.8049]),tensor([4.7176]),tensor([0.7591])
43,1.9910019636154175,2.039562463760376,tensor([0.8049]),tensor([4.7176]),tensor([0.7590])
44,1.9906946420669556,2.039564371109009,tensor([0.8049]),tensor([4.7176]),tensor([0.7590])
45,1.9904123544692993,2.0392773151397705,tensor([0.8049]),tensor([4.7176]),tensor([0.7590])
46,1.9900822639465332,2.038957118988037,tensor([0.8049]),tensor([4.7176]),tensor([0.7591])
47,1.989852786064148,2.038709878921509,tensor([0.8049]),tensor([4.7177]),tensor([0.7591])
48,1.989555835723877,2.0383498668670654,tensor([0.8049]),tensor([4.7177]),tensor([0.7591])
49,1.989297866821289,2.0380499362945557,tensor([0.8049]),tensor([4.7177]),tensor([0.7591])
50,1.9891080856323242,2.037734031677246,tensor([0.8049]),tensor([4.7175]),tensor([0.7591])
51,1.9887827634811401,2.0374197959899902,tensor([0.8049]),tensor([4.7175]),tensor([0.7591])
52,1.988455891609192,2.0371057987213135,tensor([0.8050]),tensor([4.7174]),tensor([0.7592])
53,1.9881082773208618,2.0368101596832275,tensor([0.8049]),tensor([4.7171]),tensor([0.7591])
54,1.9877700805664062,2.0366315841674805,tensor([0.8049]),tensor([4.7171]),tensor([0.7591])
55,1.987541675567627,2.0365090370178223,tensor([0.8049]),tensor([4.7168]),tensor([0.7592])
56,1.9872841835021973,2.0363664627075195,tensor([0.8049]),tensor([4.7168]),tensor([0.7592])
57,1.9871257543563843,2.036116361618042,tensor([0.8049]),tensor([4.7169]),tensor([0.7591])
58,1.9869558811187744,2.0358879566192627,tensor([0.8049]),tensor([4.7169]),tensor([0.7591])
59,1.986706018447876,2.0357518196105957,tensor([0.8049]),tensor([4.7169]),tensor([0.7592])
60,1.9863933324813843,2.035635232925415,tensor([0.8049]),tensor([4.7169]),tensor([0.7592])
